Casos Confirmados;Data;DRS;Negativo;Negativo Acc;Número de registros;Obitos Confirmados;Pop Drs;Positivo;Positivo Acc;Positivo Por 1M;Positivo Por Casos;Positivo Por Testes;Teste Por 1M;Teste Por Casos;Total;Total Acc
0;2020-02-05;Grande São Paulo;9;9;1;0;21734682;2;2;0,092;;0,1818;0,5061;;11;11
0;2020-02-06;Grande São Paulo;3;12;1;0;21734682;0;2;0,092;;0,1429;0,6441;;3;14
0;2020-02-07;Grande São Paulo;5;17;1;0;21734682;2;4;0,184;;0,1905;0,9662;;7;21
0;2020-02-08;Grande São Paulo;5;22;1;0;21734682;2;6;0,2761;;0,2143;1,2883;;7;28
0;2020-02-09;Grande São Paulo;5;27;1;0;21734682;2;8;0,3681;;0,2286;1,6103;;7;35
0;2020-02-10;Grande São Paulo;0;27;1;0;21734682;2;10;0,4601;;0,2703;1,7023;;2;37
0;2020-02-11;Grande São Paulo;0;27;1;0;21734682;2;12;0,5521;;0,3077;1,7944;;2;39
0;2020-02-12;Grande São Paulo;2;29;1;0;21734682;3;15;0,6901;;0,3409;2,0244;;5;44
0;2020-02-13;Grande São Paulo;1;30;1;0;21734682;1;16;0,7362;;0,3478;2,1164;;2;46
0;2020-02-14;Grande São Paulo;3;33;1;0;21734682;3;19;0,8742;;0,3654;2,3925;;6;52
0;2020-02-15;Grande São Paulo;3;36;1;0;21734682;3;22;1,0122;;0,3793;2,6685;;6;58
0;2020-02-16;Grande São Paulo;3;39;1;0;21734682;3;25;1,1502;;0,3906;2,9446;;6;64
0;2020-02-17;Grande São Paulo;5;44;1;0;21734682;3;28;1,2883;;0,3889;3,3127;;8;72
0;2020-02-18;Grande São Paulo;3;47;1;0;21734682;0;28;1,2883;;0,3733;3,4507;;3;75
0;2020-02-19;Grande São Paulo;1;48;1;0;21734682;3;31;1,4263;;0,3924;3,6347;;4;79
0;2020-02-20;Grande São Paulo;2;50;1;0;21734682;1;32;1,4723;;0,3902;3,7728;;3;82
0;2020-02-21;Grande São Paulo;2;52;1;0;21734682;1;33;1,5183;;0,3882;3,9108;;3;85
0;2020-02-22;Grande São Paulo;2;54;1;0;21734682;1;34;1,5643;;0,3864;4,0488;;3;88
0;2020-02-23;Grande São Paulo;2;56;1;0;21734682;1;35;1,6103;;0,3846;4,1869;;3;91
0;2020-02-24;Grande São Paulo;1;57;1;0;21734682;0;35;1,6103;;0,3804;4,2329;;1;92
1;2020-02-25;Grande São Paulo;1;58;1;0;21734682;1;36;1,6563;36;0,383;4,3249;94;2;94
1;2020-02-26;Grande São Paulo;1;59;1;0;21734682;1;37;1,7023;37;0,3854;4,4169;96;2;96
1;2020-02-27;Grande São Paulo;4;63;1;0;21734682;1;38;1,7484;38;0,3762;4,647;101;5;101
2;2020-02-28;Grande São Paulo;16;79;1;0;21734682;22;60;2,7606;30;0,4317;6,3953;69,5;38;139
2;2020-02-29;Grande São Paulo;16;95;1;0;21734682;22;82;3,7728;41;0,4633;8,1437;88,5;38;177
2;2020-03-01;Grande São Paulo;16;111;1;0;21734682;22;104;4,785;52;0,4837;9,892;107,5;38;215
2;2020-03-02;Grande São Paulo;50;161;1;0;21734682;18;122;5,6131;61;0,4311;13,0207;141,5;68;283
2;2020-03-03;Grande São Paulo;25;186;1;0;21734682;4;126;5,7972;63;0,4038;14,3549;156;29;312
3;2020-03-04;Grande São Paulo;16;202;1;0;21734682;11;137;6,3033;45,6667;0,4041;15,5972;113;27;339
6;2020-03-05;Grande São Paulo;32;234;1;0;21734682;12;149;6,8554;24,8333;0,389;17,6216;63,8333;44;383
6;2020-03-06;Grande São Paulo;55;289;1;0;21734682;25;174;8,0056;29;0,3758;21,3024;77,1667;80;463
13;2020-03-07;Grande São Paulo;55;344;1;0;21734682;25;199;9,1559;15,3077;0,3665;24,9831;41,7692;80;543
16;2020-03-08;Grande São Paulo;0;344;1;0;21734682;1;200;9,2019;12,5;0,3676;25,0291;34;1;544
16;2020-03-09;Grande São Paulo;62;406;1;0;21734682;21;221;10,1681;13,8125;0,3525;28,8479;39,1875;83;627
19;2020-03-10;Grande São Paulo;49;455;1;0;21734682;19;240;11,0423;12,6316;0,3453;31,9765;36,5789;68;695
30;2020-03-11;Grande São Paulo;55;510;1;0;21734682;20;260;11,9624;8,6667;0,3377;35,4272;25,6667;75;770
46;2020-03-12;Grande São Paulo;40;550;1;0;21734682;24;284;13,0667;6,1739;0,3405;38,3719;18,1304;64;834
46;2020-03-13;Grande São Paulo;48;598;1;0;21734682;12;296;13,6188;6,4348;0,3311;41,1324;19,4348;60;894
65;2020-03-14;Grande São Paulo;26;624;1;0;21734682;8;304;13,9869;4,6769;0,3276;42,6967;14,2769;34;928
65;2020-03-15;Grande São Paulo;60;684;1;0;21734682;22;326;14,9991;5,0154;0,3228;46,4695;15,5385;82;1010
152;2020-03-16;Grande São Paulo;51;735;1;0;21734682;25;351;16,1493;2,3092;0,3232;49,9662;7,1447;76;1086
164;2020-03-17;Grande São Paulo;50;785;1;1;21734682;18;369;16,9775;2,25;0,3198;53,0949;7,0366;68;1154
237;2020-03-18;Grande São Paulo;64;849;1;3;21734682;14;383;17,6216;1,616;0,3109;56,6836;5,1983;78;1232
277;2020-03-19;Grande São Paulo;95;944;1;5;21734682;20;403;18,5418;1,4549;0,2992;61,9747;4,8628;115;1347
331;2020-03-20;Grande São Paulo;73;1017;1;9;21734682;22;425;19,554;1,284;0,2947;66,3456;4,3565;95;1442
331;2020-03-21;Grande São Paulo;57;1074;1;9;21734682;37;462;21,2563;1,3958;0,3008;70,6705;4,6405;94;1536
331;2020-03-22;Grande São Paulo;136;1210;1;9;21734682;1;463;21,3024;1,3988;0,2767;76,9738;5,0544;137;1673
331;2020-03-23;Grande São Paulo;85;1295;1;9;21734682;13;476;21,9005;1,4381;0,2688;81,4827;5,3505;98;1771
331;2020-03-24;Grande São Paulo;186;1481;1;9;21734682;16;492;22,6366;1,4864;0,2494;90,7766;5,9607;202;1973
802;2020-03-25;Grande São Paulo;22;1503;1;48;21734682;14;506;23,2808;0,6309;0,2519;92,4329;2,505;36;2009
995;2020-03-26;Grande São Paulo;344;1847;1;56;21734682;20;526;24,201;0,5286;0,2217;109,1803;2,3849;364;2373
1152;2020-03-27;Grande São Paulo;297;2144;1;66;21734682;26;552;25,3972;0,4792;0,2047;124,0414;2,3403;323;2696
1152;2020-03-28;Grande São Paulo;210;2354;1;66;21734682;15;567;26,0873;0,4922;0,1941;134,3935;2,5356;225;2921
1152;2020-03-29;Grande São Paulo;112;2466;1;66;21734682;47;614;28,2498;0,533;0,1994;141,709;2,6736;159;3080
1420;2020-03-30;Grande São Paulo;338;2804;1;110;21734682;32;646;29,7221;0,4549;0,1872;158,7325;2,4296;370;3450
2193;2020-03-31;Grande São Paulo;283;3087;1;132;21734682;21;667;30,6883;0,3041;0,1777;172,7193;1,7118;304;3754
2793;2020-04-01;Grande São Paulo;218;3305;1;160;21734682;27;694;31,9305;0,2485;0,1735;183,9916;1,4318;245;3999
3269;2020-04-02;Grande São Paulo;388;3693;1;184;21734682;65;759;34,9211;0,2322;0,1705;204,8339;1,3619;453;4452
3768;2020-04-03;Grande São Paulo;194;3887;1;212;21734682;79;838;38,5559;0,2224;0,1774;217,3945;1,254;273;4725
4123;2020-04-04;Grande São Paulo;329;4216;1;244;21734682;20;858;39,4761;0,2081;0,1691;233,4518;1,2307;349;5074
4262;2020-04-05;Grande São Paulo;172;4388;1;257;21734682;24;882;40,5803;0,2069;0,1674;242,4696;1,2365;196;5270
4445;2020-04-06;Grande São Paulo;661;5049;1;285;21734682;92;974;44,8132;0,2191;0,1617;277,1147;1,355;753;6023
5123;2020-04-07;Grande São Paulo;761;5810;1;344;21734682;131;1105;50,8404;0,2157;0,1598;318,1551;1,3498;892;6915
6017;2020-04-08;Grande São Paulo;573;6383;1;392;21734682;108;1213;55,8094;0,2016;0,1597;349,4875;1,2624;681;7596
6687;2020-04-09;Grande São Paulo;654;7037;1;446;21734682;126;1339;61,6066;0,2002;0,1599;385,3749;1,2526;780;8376
7329;2020-04-10;Grande São Paulo;471;7508;1;483;21734682;17;1356;62,3888;0,185;0,153;407,8275;1,2094;488;8864
7521;2020-04-11;Grande São Paulo;329;7837;1;500;21734682;32;1388;63,8611;0,1845;0,1505;424,4369;1,2266;361;9225
7798;2020-04-12;Grande São Paulo;312;8149;1;526;21734682;63;1451;66,7597;0,1861;0,1511;441,6904;1,2311;375;9600
7908;2020-04-13;Grande São Paulo;404;8553;1;543;21734682;98;1549;71,2686;0,1959;0,1533;464,7871;1,2774;502;10102
8282;2020-04-14;Grande São Paulo;724;9277;1;617;21734682;221;1770;81,4367;0,2137;0,1602;508,266;1,3339;945;11047
9659;2020-04-15;Grande São Paulo;757;10034;1;679;21734682;263;2033;93,5371;0,2105;0,1685;555,1956;1,2493;1020;12067
10040;2020-04-16;Grande São Paulo;1113;11147;1;735;21734682;353;2386;109,7785;0,2376;0,1763;622,6454;1,3479;1466;13533
11103;2020-04-17;Grande São Paulo;833;11980;1;792;21734682;179;2565;118,0141;0,231;0,1763;669,2069;1,31;1012;14545
11970;2020-04-18;Grande São Paulo;977;12957;1;849;21734682;251;2816;129,5625;0,2353;0,1785;725,7065;1,3177;1228;15773
12268;2020-04-19;Grande São Paulo;1542;14499;1;868;21734682;743;3559;163,7475;0,2901;0,1971;830,838;1,472;2285;18058
12509;2020-04-20;Grande São Paulo;1392;15891;1;887;21734682;1015;4574;210,4471;0,3657;0,2235;941,5827;1,636;2407;20465
13221;2020-04-21;Grande São Paulo;1144;17035;1;933;21734682;629;5203;239,387;0,3935;0,234;1023,1574;1,682;1773;22238
13693;2020-04-22;Grande São Paulo;1068;18103;1;965;21734682;651;5854;269,3391;0,4275;0,2444;1102,2476;1,7496;1719;23957
14401;2020-04-23;Grande São Paulo;944;19047;1;1152;21734682;626;6480;298,141;0,45;0,2538;1174,4823;1,7726;1570;25527
15234;2020-04-24;Grande São Paulo;693;19740;1;1297;21734682;503;6983;321,2837;0,4584;0,2613;1229,5096;1,7542;1196;26723
17067;2020-04-25;Grande São Paulo;337;20077;1;1420;21734682;163;7146;328,7833;0,4187;0,2625;1252,5143;1,5951;500;27223
17691;2020-04-26;Grande São Paulo;459;20536;1;1450;21734682;303;7449;342,7241;0,4211;0,2662;1287,5735;1,5819;762;27985
18495;2020-04-27;Grande São Paulo;569;21105;1;1556;21734682;541;7990;367,6152;0,432;0,2746;1338,6439;1,5731;1110;29095
20402;2020-04-28;Grande São Paulo;527;21632;1;1728;21734682;491;8481;390,2058;0,4157;0,2816;1385,4815;1,476;1018;30113
22195;2020-04-29;Grande São Paulo;347;21979;1;1901;21734682;280;8761;403,0885;0,3947;0,285;1414,3294;1,385;627;30740
24309;2020-04-30;Grande São Paulo;667;22646;1;2014;21734682;451;9212;423,8387;0,379;0,2892;1465,7679;1,3105;1118;31858
25705;2020-05-01;Grande São Paulo;828;23474;1;2141;21734682;581;9793;450,5702;0,381;0,2944;1530,5952;1,2942;1409;33267
26324;2020-05-02;Grande São Paulo;479;23953;1;2212;21734682;248;10041;461,9805;0,3814;0,2954;1564,044;1,2914;727;33994
26838;2020-05-03;Grande São Paulo;353;24306;1;2246;21734682;239;10280;472,9768;0,383;0,2972;1591,2816;1,2887;592;34586
27182;2020-05-04;Grande São Paulo;393;24699;1;2268;21734682;319;10599;487,6538;0,3899;0,3003;1624,0403;1,2986;712;35298
28707;2020-05-05;Grande São Paulo;493;25192;1;2427;21734682;482;11081;509,8303;0,386;0,3055;1668,8995;1,2636;975;36273
31531;2020-05-06;Grande São Paulo;546;25738;1;2601;21734682;531;11612;534,2613;0,3683;0,3109;1718,4516;1,1845;1077;37350
33061;2020-05-07;Grande São Paulo;713;26451;1;2738;21734682;707;12319;566,79;0,3726;0,3177;1783,785;1,1727;1420;38770
34646;2020-05-08;Grande São Paulo;520;26971;1;2918;21734682;461;12780;588,0003;0,3689;0,3215;1828,9202;1,1473;981;39751
36593;2020-05-09;Grande São Paulo;305;27276;1;3086;21734682;186;12966;596,5581;0,3543;0,3222;1851,5109;1,0997;491;40242
37398;2020-05-10;Grande São Paulo;326;27602;1;3183;21734682;295;13261;610,1308;0,3546;0,3245;1880,0827;1,0927;621;40863
37996;2020-05-11;Grande São Paulo;774;28376;1;3212;21734682;294;13555;623,6576;0,3567;0,3233;1929,2208;1,1036;1068;41931
39185;2020-05-12;Grande São Paulo;204;28580;1;3388;21734682;193;13748;632,5374;0,3508;0,3248;1947,4865;1,0802;397;42328
41667;2020-05-13;Grande São Paulo;463;29043;1;3527;21734682;234;13982;643,3036;0,3356;0,325;1979,5551;1,0326;697;43025
43959;2020-05-14;Grande São Paulo;292;29335;1;3696;21734682;163;14145;650,8032;0,3218;0,3253;2000,4894;0,9891;455;43480
47169;2020-05-15;Grande São Paulo;404;29739;1;3848;21734682;324;14469;665,7102;0,3067;0,3273;2033,9842;0,9372;728;44208
49226;2020-05-16;Grande São Paulo;388;30127;1;4014;21734682;370;14839;682,7337;0,3014;0,33;2068,8593;0,9135;758;44966
50019;2020-05-17;Grande São Paulo;328;30455;1;4084;21734682;112;14951;687,8868;0,2989;0,3293;2089,1035;0,9078;440;45406
50445;2020-05-18;Grande São Paulo;328;30783;1;4110;21734682;112;15063;693,0398;0,2986;0,3286;2109,3476;0,9088;440;45846
52667;2020-05-19;Grande São Paulo;352;31135;1;4368;21734682;287;15350;706,2445;0,2915;0,3302;2138,7476;0,8826;639;46485
55492;2020-05-20;Grande São Paulo;407;31542;1;4553;21734682;278;15628;719,0351;0,2816;0,3313;2170,2641;0,85;685;47170
58457;2020-05-21;Grande São Paulo;380;31922;1;4720;21734682;273;15901;731,5957;0,272;0,3325;2200,3082;0,8181;653;47823
60647;2020-05-22;Grande São Paulo;258;32180;1;4890;21734682;165;16066;739,1873;0,2649;0,333;2219,7702;0,7955;423;48246
63358;2020-05-23;Grande São Paulo;245;32425;1;5117;21734682;220;16286;749,3093;0,257;0,3343;2241,1646;0,7688;465;48711
64345;2020-05-24;Grande São Paulo;373;32798;1;5210;21734682;168;16454;757,0389;0,2557;0,3341;2266,0557;0,7654;541;49252
65274;2020-05-25;Grande São Paulo;250;33048;1;5245;21734682;190;16644;765,7807;0,255;0,3349;2286,2998;0,7613;440;49692
67097;2020-05-26;Grande São Paulo;368;33416;1;5417;21734682;248;16892;777,191;0,2518;0,3358;2314,6416;0,7498;616;50308
69606;2020-05-27;Grande São Paulo;797;34213;1;5638;21734682;418;17310;796,423;0,2487;0,336;2370,5431;0,7402;1215;51523
74614;2020-05-28;Grande São Paulo;463;34676;1;5856;21734682;259;17569;808,3394;0,2355;0,3363;2403,7619;0,7002;722;52245
78790;2020-05-29;Grande São Paulo;694;35370;1;6094;21734682;263;17832;820,4399;0,2263;0,3352;2447,7929;0,6752;957;53202
82765;2020-05-30;Grande São Paulo;688;36058;1;6299;21734682;388;18220;838,2915;0,2201;0,3357;2497,299;0,6558;1076;54278
84643;2020-05-31;Grande São Paulo;159;36217;1;6370;21734682;30;18250;839,6718;0,2156;0,3351;2505,9948;0,6435;189;54467
85818;2020-06-01;Grande São Paulo;366;36583;1;6409;21734682;252;18502;851,2662;0,2156;0,3359;2534,4286;0,6419;618;55085
90721;2020-06-02;Grande São Paulo;558;37141;1;6649;21734682;295;18797;864,839;0,2072;0,336;2573,6746;0,6166;853;55938
94192;2020-06-03;Grande São Paulo;456;37597;1;6881;21734682;424;19221;884,347;0,2041;0,3383;2614,1629;0,6032;880;56818
98058;2020-06-04;Grande São Paulo;426;38023;1;7079;21734682;377;19598;901,6925;0,1999;0,3401;2651,1085;0,5876;803;57621
101361;2020-06-05;Grande São Paulo;374;38397;1;7307;21734682;331;19929;916,9216;0,1966;0,3417;2683,5451;0,5754;705;58326
105105;2020-06-06;Grande São Paulo;404;38801;1;7454;21734682;151;20080;923,869;0,191;0,341;2709,0804;0,5602;555;58881
106679;2020-06-07;Grande São Paulo;159;38960;1;7515;21734682;165;20245;931,4606;0,1898;0,3419;2723,9874;0,555;324;59205
107802;2020-06-08;Grande São Paulo;148;39108;1;7541;21734682;124;20369;937,1658;0,1889;0,3425;2736,502;0,5517;272;59477
111371;2020-06-09;Grande São Paulo;614;39722;1;7790;21734682;345;20714;953,039;0,186;0,3427;2780,625;0,5427;959;60436
115319;2020-06-10;Grande São Paulo;624;40346;1;8064;21734682;430;21144;972,8231;0,1834;0,3439;2829,1189;0,5332;1054;61490
119105;2020-06-11;Grande São Paulo;484;40830;1;8279;21734682;279;21423;985,6597;0,1799;0,3441;2864,2241;0,5227;763;62253
122770;2020-06-12;Grande São Paulo;507;41337;1;8459;21734682;443;21866;1006,0419;0,1781;0,346;2907,933;0,5148;950;63203
126142;2020-06-13;Grande São Paulo;359;41696;1;8619;21734682;262;22128;1018,0963;0,1754;0,3467;2936,5049;0,506;621;63824
130047;2020-06-14;Grande São Paulo;118;41814;1;8692;21734682;89;22217;1022,1912;0,1708;0,347;2946,0288;0,4924;207;64031
0;2020-03-02;Araçatuba;2;2;1;0;791256;0;0;0;;0;2,5276;;2;2
0;2020-03-03;Araçatuba;2;4;1;0;791256;0;0;0;;0;5,0553;;2;4
0;2020-03-04;Araçatuba;1;5;1;0;791256;0;0;0;;0;6,3191;;1;5
0;2020-03-05;Araçatuba;1;6;1;0;791256;0;0;0;;0;7,5829;;1;6
0;2020-03-06;Araçatuba;1;7;1;0;791256;0;0;0;;0;8,8467;;1;7
0;2020-03-07;Araçatuba;1;8;1;0;791256;0;0;0;;0;10,1105;;1;8
0;2020-03-08;Araçatuba;1;9;1;0;791256;0;0;0;;0;11,3743;;1;9
0;2020-03-09;Araçatuba;1;10;1;0;791256;0;0;0;;0;12,6381;;1;10
0;2020-03-10;Araçatuba;1;11;1;0;791256;0;0;0;;0;13,9019;;1;11
0;2020-03-11;Araçatuba;1;12;1;0;791256;0;0;0;;0;15,1658;;1;12
0;2020-03-12;Araçatuba;1;13;1;0;791256;0;0;0;;0;16,4296;;1;13
0;2020-03-13;Araçatuba;1;14;1;0;791256;0;0;0;;0;17,6934;;1;14
0;2020-03-14;Araçatuba;1;15;1;0;791256;0;0;0;;0;18,9572;;1;15
0;2020-03-15;Araçatuba;1;16;1;0;791256;0;0;0;;0;20,221;;1;16
0;2020-03-16;Araçatuba;1;17;1;0;791256;0;0;0;;0;21,4848;;1;17
0;2020-03-17;Araçatuba;1;18;1;0;791256;0;0;0;;0;22,7486;;1;18
0;2020-03-18;Araçatuba;1;19;1;0;791256;0;0;0;;0;24,0125;;1;19
0;2020-03-19;Araçatuba;1;20;1;0;791256;0;0;0;;0;25,2763;;1;20
0;2020-03-20;Araçatuba;1;21;1;0;791256;0;0;0;;0;26,5401;;1;21
0;2020-03-21;Araçatuba;1;22;1;0;791256;0;0;0;;0;27,8039;;1;22
0;2020-03-22;Araçatuba;1;23;1;0;791256;0;0;0;;0;29,0677;;1;23
0;2020-03-23;Araçatuba;1;24;1;0;791256;0;0;0;;0;30,3315;;1;24
0;2020-03-24;Araçatuba;3;27;1;0;791256;0;0;0;;0;34,123;;3;27
0;2020-03-25;Araçatuba;3;30;1;0;791256;0;0;0;;0;37,9144;;3;30
0;2020-03-26;Araçatuba;2;32;1;0;791256;1;1;1,2638;;0,0303;41,7058;;3;33
0;2020-03-27;Araçatuba;2;34;1;0;791256;1;2;2,5276;;0,0556;45,4973;;3;36
0;2020-03-28;Araçatuba;1;35;1;0;791256;0;2;2,5276;;0,0541;46,7611;;1;37
0;2020-03-29;Araçatuba;1;36;1;0;791256;0;2;2,5276;;0,0526;48,0249;;1;38
1;2020-03-30;Araçatuba;1;37;1;0;791256;0;2;2,5276;2;0,0513;49,2887;39;1;39
2;2020-03-31;Araçatuba;1;38;1;0;791256;0;2;2,5276;1;0,05;50,5525;20;1;40
3;2020-04-01;Araçatuba;1;39;1;0;791256;0;2;2,5276;0,6667;0,0488;51,8164;13,6667;1;41
3;2020-04-02;Araçatuba;1;40;1;0;791256;0;2;2,5276;0,6667;0,0476;53,0802;14;1;42
3;2020-04-03;Araçatuba;1;41;1;0;791256;1;3;3,7914;1;0,0682;55,6078;14,6667;2;44
7;2020-04-04;Araçatuba;1;42;1;1;791256;1;4;5,0553;0,5714;0,087;58,1354;6,5714;2;46
7;2020-04-05;Araçatuba;4;46;1;1;791256;2;6;7,5829;0,8571;0,1154;65,7183;7,4286;6;52
12;2020-04-06;Araçatuba;5;51;1;1;791256;0;6;7,5829;0,5;0,1053;72,0374;4,75;5;57
13;2020-04-07;Araçatuba;2;53;1;1;791256;0;6;7,5829;0,4615;0,1017;74,565;4,5385;2;59
18;2020-04-08;Araçatuba;13;66;1;1;791256;1;7;8,8467;0,3889;0,0959;92,2584;4,0556;14;73
19;2020-04-09;Araçatuba;12;78;1;1;791256;1;8;10,1105;0,4211;0,093;108,688;4,5263;13;86
21;2020-04-10;Araçatuba;4;82;1;1;791256;0;8;10,1105;0,381;0,0889;113,7432;4,2857;4;90
20;2020-04-11;Araçatuba;3;85;1;1;791256;0;8;10,1105;0,4;0,086;117,5347;4,65;3;93
20;2020-04-12;Araçatuba;12;97;1;1;791256;0;8;10,1105;0,4;0,0762;132,7004;5,25;12;105
20;2020-04-13;Araçatuba;8;105;1;1;791256;0;8;10,1105;0,4;0,0708;142,8109;5,65;8;113
24;2020-04-14;Araçatuba;1;106;1;1;791256;0;8;10,1105;0,3333;0,0702;144,0747;4,75;1;114
41;2020-04-15;Araçatuba;11;117;1;1;791256;3;11;13,9019;0,2683;0,0859;161,7681;3,122;14;128
49;2020-04-16;Araçatuba;23;140;1;1;791256;2;13;16,4296;0,2653;0,085;193,3635;3,1224;25;153
54;2020-04-17;Araçatuba;26;166;1;1;791256;6;19;24,0125;0,3519;0,1027;233,8055;3,4259;32;185
55;2020-04-18;Araçatuba;19;185;1;1;791256;2;21;26,5401;0,3818;0,1019;260,3456;3,7455;21;206
55;2020-04-19;Araçatuba;28;213;1;1;791256;4;25;31,5953;0,4545;0,105;300,7876;4,3273;32;238
60;2020-04-20;Araçatuba;22;235;1;1;791256;6;31;39,1782;0,5167;0,1165;336,1744;4,4333;28;266
60;2020-04-21;Araçatuba;10;245;1;1;791256;2;33;41,7058;0,55;0,1187;351,3401;4,6333;12;278
62;2020-04-22;Araçatuba;22;267;1;2;791256;4;37;46,7611;0,5968;0,1217;384,1993;4,9032;26;304
65;2020-04-23;Araçatuba;8;275;1;1;791256;7;44;55,6078;0,6769;0,1379;403,1565;4,9077;15;319
78;2020-04-24;Araçatuba;10;285;1;4;791256;3;47;59,3992;0,6026;0,1416;419,5861;4,2564;13;332
91;2020-04-25;Araçatuba;10;295;1;5;791256;1;48;60,663;0,5275;0,1399;433,488;3,7692;11;343
91;2020-04-26;Araçatuba;12;307;1;5;791256;7;55;69,5097;0,6044;0,1519;457,5005;3,978;19;362
98;2020-04-27;Araçatuba;19;326;1;5;791256;6;61;77,0926;0,6224;0,1576;489,0958;3,949;25;387
109;2020-04-28;Araçatuba;6;332;1;5;791256;0;61;77,0926;0,5596;0,1552;496,6787;3,6055;6;393
117;2020-04-29;Araçatuba;1;333;1;5;791256;0;61;77,0926;0,5214;0,1548;497,9425;3,3675;1;394
126;2020-04-30;Araçatuba;9;342;1;5;791256;0;61;77,0926;0,4841;0,1514;509,3168;3,1984;9;403
