"","State","City","0.001","0.005","0.1","0.2","0.4","0.5","0.6","0.8","1.0","1.2","1.4","1.6","1.8","2.0","2.5","3.0","Grupo_menor","Grupo_maior","Grupo"
"163","SP","DUMONT",36,36,35,34,32,33,31,32,30,31,30,29,30,30,29,29,"Low Risk","Low Risk","Low Risk"
"164","SP","ECHAPORÃ",33,33,33,32,31,33,31,32,31,32,31,31,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"165","SP","ELDORADO",29,29,29,28,27,28,27,28,26,27,26,25,26,27,26,25,"Medium Risk","Medium Risk","Medium Risk"
"166","SP","ELIAS FAUSTO",26,26,26,25,24,25,24,25,23,24,23,22,23,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"167","SP","ELISIÁRIO",35,35,35,34,33,34,33,34,32,34,32,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"168","SP","EMBAÚBA",36,39,39,38,37,38,37,38,36,38,36,35,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"169","SP","EMBU DAS ARTES",6,6,6,6,5,6,5,6,5,6,5,5,5,6,6,5,"High Risk","High Risk","High Risk"
"170","SP","EMBU-GUAÇU",10,10,11,10,9,10,9,10,9,10,9,9,9,10,10,10,"High Risk","High Risk","High Risk"
"171","SP","EMILIANÓPOLIS",36,41,42,43,40,41,39,39,37,38,37,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"172","SP","ENGENHEIRO COELHO",25,26,26,25,24,25,24,25,23,25,23,23,24,24,24,23,"Medium Risk","Medium Risk","Medium Risk"
"173","SP","ESPÍRITO SANTO DO PINHAL",26,26,26,25,24,26,24,25,24,25,24,23,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"174","SP","ESPÍRITO SANTO DO TURVO",33,33,33,32,30,31,30,31,29,30,29,28,29,29,29,28,"Low Risk","Low Risk","Low Risk"
"175","SP","ESTIVA GERBI",27,27,27,26,25,27,25,27,25,26,25,25,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"176","SP","ESTRELA D'OESTE",34,35,35,34,33,34,32,34,32,33,32,31,32,33,32,32,"Low Risk","Low Risk","Low Risk"
"177","SP","ESTRELA DO NORTE",36,39,39,38,37,38,37,38,36,38,36,36,36,37,37,36,"Low Risk","Low Risk","Low Risk"
"178","SP","EUCLIDES DA CUNHA PAULISTA",36,37,37,36,35,36,35,36,34,36,34,34,34,35,34,34,"Low Risk","Low Risk","Low Risk"
"179","SP","FARTURA",31,32,32,31,30,31,30,31,29,31,29,29,29,30,29,29,"Medium Risk","Low Risk","Low Risk"
"180","SP","FERNANDO PRESTES",32,32,32,31,30,32,30,31,30,31,30,30,30,31,31,30,"Low Risk","Low Risk","Low Risk"
"181","SP","FERNANDÓPOLIS",27,27,27,26,25,27,25,27,25,27,25,25,25,26,26,25,"Medium Risk","Medium Risk","Medium Risk"
"182","SP","FERNÃO",36,37,37,36,34,36,34,35,33,35,33,33,33,34,33,33,"Low Risk","Low Risk","Low Risk"
"183","SP","FERRAZ DE VASCONCELOS",6,7,7,6,5,7,5,7,5,7,6,5,6,7,7,6,"High Risk","High Risk","High Risk"
"184","SP","FLORA RICA",36,39,39,38,37,38,36,38,36,37,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"185","SP","FLOREAL",36,37,37,36,35,37,35,36,34,36,34,34,35,35,34,34,"Low Risk","Low Risk","Low Risk"
"186","SP","FLÓRIDA PAULISTA",33,33,33,32,31,32,31,32,30,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"187","SP","FLORÍNEA",31,32,32,31,30,32,30,32,30,32,30,30,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"188","SP","FRANCA",21,22,22,21,20,21,20,21,19,21,20,19,20,21,20,19,"Medium Risk","Medium Risk","Medium Risk"
"189","SP","FRANCISCO MORATO",10,10,10,9,9,10,8,10,8,10,8,8,9,10,9,9,"High Risk","High Risk","High Risk"
"190","SP","FRANCO DA ROCHA",8,9,9,8,7,9,7,9,7,9,7,7,8,9,8,8,"High Risk","High Risk","High Risk"
"191","SP","GABRIEL MONTEIRO",36,38,38,37,36,37,36,37,35,37,36,35,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"192","SP","GÁLIA",30,30,30,29,28,29,28,29,28,29,28,27,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"193","SP","GARÇA",27,27,28,27,26,27,26,27,25,27,25,25,25,26,26,25,"Medium Risk","Medium Risk","Medium Risk"
"194","SP","GASTÃO VIDIGAL",36,39,39,38,37,38,37,38,36,37,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"195","SP","GAVIÃO PEIXOTO",35,35,35,33,32,33,31,32,30,32,30,30,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"196","SP","GENERAL SALGADO",34,34,34,33,32,34,32,33,32,33,32,31,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"197","SP","GETULINA",35,35,35,34,33,34,33,34,32,33,32,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"198","SP","GLICÉRIO",35,35,35,34,33,34,33,34,32,34,33,32,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"199","SP","GUAIÇARA",31,31,31,30,29,31,29,30,29,30,29,28,29,30,29,29,"Medium Risk","Low Risk","Medium Risk"
"200","SP","GUAIMBÊ",36,36,36,35,34,35,33,34,32,34,32,32,32,33,32,32,"Low Risk","Low Risk","Low Risk"
"201","SP","GUAÍRA",33,33,33,32,31,32,30,31,29,31,29,29,29,30,29,28,"Low Risk","Low Risk","Low Risk"
"202","SP","GUAPIAÇU",30,30,30,29,28,29,27,28,27,28,26,26,27,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"203","SP","GUAPIARA",31,31,31,30,29,31,29,30,28,30,28,28,28,29,28,27,"Medium Risk","Medium Risk","Medium Risk"
"204","SP","GUARÁ",28,29,29,28,27,28,27,28,26,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"205","SP","GUARAÇAÍ",35,35,35,34,33,34,33,34,32,33,32,31,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"206","SP","GUARACI",35,35,35,33,32,33,32,32,31,32,30,30,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"207","SP","GUARANI D'OESTE",36,40,40,39,37,39,37,39,37,38,37,36,37,38,37,36,"Low Risk","Low Risk","Low Risk"
"208","SP","GUARANTÃ",32,32,32,31,30,31,30,31,29,30,29,29,29,30,29,29,"Medium Risk","Low Risk","Low Risk"
"209","SP","GUARARAPES",32,32,32,31,30,31,30,31,29,30,29,28,29,30,29,28,"Medium Risk","Low Risk","Low Risk"
"210","SP","GUARAREMA",16,16,16,16,15,16,15,16,14,16,15,14,15,16,15,15,"High Risk","High Risk","High Risk"
"211","SP","GUARATINGUETÁ",18,19,19,18,17,18,17,18,16,18,16,16,16,17,16,16,"High Risk","High Risk","High Risk"
"212","SP","GUAREÍ",27,28,28,27,26,27,25,27,25,26,25,24,25,26,25,24,"Medium Risk","Medium Risk","Medium Risk"
"213","SP","GUARIBA",29,29,29,28,27,28,27,28,26,28,26,26,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"214","SP","GUARUJÁ",13,14,14,13,12,13,12,13,11,13,11,11,11,12,11,11,"High Risk","High Risk","High Risk"
"215","SP","GUARULHOS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"High Risk","High Risk","High Risk"
"216","SP","GUATAPARÁ",34,34,34,32,31,32,31,32,30,31,29,29,30,30,29,29,"Low Risk","Low Risk","Low Risk"
"217","SP","GUZOLÂNDIA",36,39,39,38,37,38,37,38,36,37,36,35,36,36,36,35,"Low Risk","Low Risk","Low Risk"
"218","SP","HERCULÂNDIA",36,39,38,37,35,36,34,35,33,35,33,32,33,33,32,32,"Low Risk","Low Risk","Low Risk"
"219","SP","HOLAMBRA",23,24,24,23,22,24,22,24,22,24,22,22,23,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"220","SP","HORTOLÂNDIA",17,17,17,16,15,17,15,16,15,16,14,14,15,15,15,14,"High Risk","High Risk","High Risk"
"221","SP","IACANGA",34,34,34,33,31,33,31,32,30,31,30,29,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"222","SP","IACRI",36,37,37,36,34,36,34,35,33,34,33,32,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"223","SP","IARAS",24,25,25,24,23,24,23,24,23,24,23,22,23,24,23,23,"Medium Risk","Medium Risk","Medium Risk"
"224","SP","IBATÉ",25,25,25,24,23,25,23,24,23,24,23,22,23,24,23,22,"Medium Risk","Medium Risk","Medium Risk"
"225","SP","IBIRÁ",31,31,31,30,29,30,29,30,28,30,29,28,29,29,29,28,"Medium Risk","Low Risk","Medium Risk"
"226","SP","IBIRAREMA",30,30,30,29,29,30,28,30,28,29,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"227","SP","IBITINGA",27,27,27,26,26,27,25,27,25,26,25,25,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"228","SP","IBIÚNA",15,16,16,15,14,15,14,15,13,15,13,13,14,14,14,13,"High Risk","High Risk","High Risk"
"229","SP","ICÉM",34,34,34,33,32,33,32,33,31,33,31,31,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"230","SP","IEPÊ",35,35,35,34,33,34,33,34,32,34,32,32,32,33,32,32,"Low Risk","Low Risk","Low Risk"
"231","SP","IGARAÇU DO TIETÊ",29,30,30,29,27,29,27,28,27,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"232","SP","IGARAPAVA",27,28,28,27,26,27,26,27,25,27,26,25,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"233","SP","IGARATÁ",20,21,21,20,19,20,19,20,19,20,19,18,19,20,19,19,"High Risk","Medium Risk","Medium Risk"
"234","SP","IGUAPE",23,24,24,23,22,23,22,23,21,22,21,21,21,22,21,20,"Medium Risk","Medium Risk","Medium Risk"
"235","SP","ILHA COMPRIDA",23,23,24,23,22,23,22,23,21,23,22,21,22,23,22,22,"Medium Risk","Medium Risk","Medium Risk"
"236","SP","ILHA SOLTEIRA",31,31,31,30,29,31,29,30,29,30,29,29,29,30,29,29,"Medium Risk","Low Risk","Medium Risk"
"237","SP","ILHABELA",36,41,42,44,44,46,44,45,43,44,42,41,42,42,41,40,"Low Risk","Low Risk","Low Risk"
"238","SP","INDAIATUBA",15,16,16,15,14,15,14,15,13,15,13,13,14,14,14,13,"High Risk","High Risk","High Risk"
"239","SP","INDIANA",35,35,35,34,33,34,33,34,32,34,32,32,32,33,32,32,"Low Risk","Low Risk","Low Risk"
"240","SP","INDIAPORÃ",36,41,42,41,39,40,38,38,37,38,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"241","SP","INÚBIA PAULISTA",36,36,36,35,34,35,34,35,34,35,34,33,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"242","SP","IPAUSSU",30,31,31,30,28,30,28,29,27,29,27,27,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"243","SP","IPERÓ",22,22,22,21,20,22,20,21,19,21,19,19,20,20,19,19,"Medium Risk","Medium Risk","Medium Risk"
"244","SP","IPEÚNA",29,30,30,29,28,29,27,29,27,28,27,27,27,28,27,27,"Medium Risk","Medium Risk","Medium Risk"
"245","SP","IPIGUÁ",36,36,35,33,31,32,31,32,30,31,30,29,30,30,30,29,"Low Risk","Low Risk","Low Risk"
"246","SP","IPORANGA",34,34,34,33,32,33,31,33,31,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"247","SP","IPUÃ",36,36,36,35,33,35,33,34,32,33,32,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"248","SP","IRACEMÁPOLIS",27,28,27,26,25,26,25,26,24,25,24,23,24,24,23,23,"Medium Risk","Medium Risk","Medium Risk"
"249","SP","IRAPUÃ",34,34,34,33,32,34,32,33,31,33,31,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"250","SP","IRAPURU",34,34,34,33,32,34,32,33,32,33,32,31,32,33,32,32,"Low Risk","Low Risk","Low Risk"
"251","SP","ITABERÁ",32,33,33,31,30,32,30,31,29,31,29,29,29,30,29,28,"Low Risk","Low Risk","Low Risk"
"252","SP","ITAÍ",26,27,27,26,25,26,25,26,24,26,24,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"253","SP","ITAJOBI",32,32,32,31,30,32,30,31,29,31,29,29,30,30,30,29,"Low Risk","Low Risk","Low Risk"
"254","SP","ITAJU",35,35,35,34,33,34,33,34,32,33,32,31,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"255","SP","ITANHAÉM",14,15,15,14,13,15,13,14,13,14,13,12,13,14,13,13,"High Risk","High Risk","High Risk"
"256","SP","ITAOCA",36,37,37,36,35,37,35,36,35,36,35,34,35,36,35,35,"Low Risk","Low Risk","Low Risk"
"257","SP","ITAPECERICA DA SERRA",7,8,8,7,6,7,6,7,6,7,6,6,7,7,7,7,"High Risk","High Risk","High Risk"
"258","SP","ITAPETININGA",19,20,20,19,18,19,18,19,17,19,17,17,17,18,17,17,"High Risk","High Risk","High Risk"
"259","SP","ITAPEVA",24,25,25,24,23,24,23,24,22,24,23,22,23,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"260","SP","ITAPEVI",9,10,10,9,8,9,8,9,7,9,8,7,8,9,8,8,"High Risk","High Risk","High Risk"
"261","SP","ITAPIRA",23,24,24,23,22,23,22,23,21,22,21,21,21,22,21,21,"Medium Risk","Medium Risk","Medium Risk"
"262","SP","ITAPIRAPUÃ PAULISTA",36,40,40,38,37,39,37,38,36,38,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"263","SP","ITÁPOLIS",30,30,30,29,28,29,28,29,27,29,27,27,27,28,27,27,"Medium Risk","Medium Risk","Medium Risk"
"264","SP","ITAPORANGA",32,32,33,31,30,32,30,31,30,31,30,29,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"265","SP","ITAPUÍ",30,31,31,30,29,30,29,30,28,30,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"266","SP","ITAPURA",36,38,37,36,35,37,35,36,35,36,35,34,35,36,35,34,"Low Risk","Low Risk","Low Risk"
"267","SP","ITAQUAQUECETUBA",6,6,7,6,5,6,5,6,5,6,5,5,6,6,6,6,"High Risk","High Risk","High Risk"
"268","SP","ITARARÉ",27,27,27,26,25,27,25,27,25,26,25,25,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"269","SP","ITARIRI",25,25,25,24,23,24,22,23,21,23,21,21,21,22,21,20,"Medium Risk","Medium Risk","Medium Risk"
"270","SP","ITATIBA",16,17,17,16,15,16,15,16,14,16,14,14,15,15,15,14,"High Risk","High Risk","High Risk"
"271","SP","ITATINGA",24,24,24,23,22,24,22,23,22,23,22,21,22,23,22,22,"Medium Risk","Medium Risk","Medium Risk"
"272","SP","ITIRAPINA",25,25,25,24,23,25,23,25,23,24,23,23,23,24,24,23,"Medium Risk","Medium Risk","Medium Risk"
"273","SP","ITIRAPUÃ",36,39,39,37,36,37,35,36,34,36,34,33,34,34,33,33,"Low Risk","Low Risk","Low Risk"
"274","SP","ITOBI",33,33,33,32,31,32,30,31,30,31,30,29,30,30,30,29,"Low Risk","Low Risk","Low Risk"
"275","SP","ITU",15,15,15,15,14,15,13,15,13,15,13,13,13,14,14,13,"High Risk","High Risk","High Risk"
"276","SP","ITUPEVA",14,15,15,14,13,15,13,15,13,15,13,13,14,14,14,14,"High Risk","High Risk","High Risk"
"277","SP","ITUVERAVA",28,29,29,28,27,28,27,28,26,28,26,26,26,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"278","SP","JABORANDI",36,41,42,41,39,39,38,38,36,37,35,35,35,36,35,34,"Low Risk","Low Risk","Low Risk"
"279","SP","JABOTICABAL",26,26,26,26,25,26,24,26,24,25,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"280","SP","JACAREÍ",14,15,15,14,13,14,13,14,12,14,12,12,13,13,13,12,"High Risk","High Risk","High Risk"
"281","SP","JACI",35,35,35,34,32,33,32,33,31,32,31,30,31,31,30,30,"Low Risk","Low Risk","Low Risk"
"282","SP","JACUPIRANGA",23,23,24,23,22,23,21,23,21,22,21,21,21,22,21,21,"Medium Risk","Medium Risk","Medium Risk"
"283","SP","JAGUARIÚNA",19,20,20,19,18,20,18,19,18,19,18,17,18,19,18,18,"High Risk","High Risk","High Risk"
"284","SP","JALES",28,29,29,28,27,28,27,28,26,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"285","SP","JAMBEIRO",22,22,22,22,21,22,21,22,21,22,21,21,22,23,22,22,"Medium Risk","Medium Risk","Medium Risk"
"286","SP","JANDIRA",11,12,12,11,10,11,9,11,9,10,9,9,9,10,9,9,"High Risk","High Risk","High Risk"
"287","SP","JARDINÓPOLIS",27,27,27,26,25,26,25,26,24,25,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"288","SP","JARINU",18,18,18,18,17,18,16,18,16,18,16,16,16,17,17,16,"High Risk","High Risk","High Risk"
"289","SP","JAÚ",23,24,24,23,22,23,22,23,21,23,22,21,22,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"290","SP","JERIQUARA",36,41,42,41,38,39,37,38,36,37,35,35,35,36,35,34,"Low Risk","Low Risk","Low Risk"
"291","SP","JOANÓPOLIS",23,23,23,22,21,23,21,23,21,22,21,21,21,22,21,21,"Medium Risk","Medium Risk","Medium Risk"
"292","SP","JOÃO RAMALHO",36,39,39,37,36,37,35,36,34,36,34,34,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"293","SP","JOSÉ BONIFÁCIO",29,29,29,28,27,29,27,28,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"294","SP","JÚLIO MESQUITA",35,35,35,34,33,34,33,34,32,34,32,32,33,33,32,32,"Low Risk","Low Risk","Low Risk"
"295","SP","JUMIRIM",29,29,29,28,28,29,27,29,27,29,27,27,27,28,28,27,"Medium Risk","Medium Risk","Medium Risk"
"296","SP","JUNDIAÍ",10,10,10,9,9,10,8,10,8,10,8,8,9,9,9,8,"High Risk","High Risk","High Risk"
"297","SP","JUNQUEIRÓPOLIS",31,31,32,31,30,31,30,31,29,31,29,29,30,30,30,29,"Medium Risk","Low Risk","Low Risk"
"298","SP","JUQUIÁ",22,23,23,22,21,22,20,22,20,21,20,19,20,21,20,19,"Medium Risk","Medium Risk","Medium Risk"
"299","SP","JUQUITIBA",16,17,17,16,15,16,15,16,14,16,14,14,15,15,15,14,"High Risk","High Risk","High Risk"
"300","SP","LAGOINHA",28,28,28,27,27,28,26,28,26,27,26,26,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"301","SP","LARANJAL PAULISTA",25,26,26,25,24,25,24,25,23,24,23,23,23,24,23,22,"Medium Risk","Medium Risk","Medium Risk"
"302","SP","LAVÍNIA",33,33,33,32,31,33,31,32,31,32,31,30,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"303","SP","LAVRINHAS",24,25,25,24,23,24,23,24,23,24,23,23,23,24,24,23,"Medium Risk","Medium Risk","Medium Risk"
"304","SP","LEME",21,22,22,21,20,21,20,21,19,21,19,19,20,20,20,19,"Medium Risk","Medium Risk","Medium Risk"
"305","SP","LENÇÓIS PAULISTA",25,25,25,24,23,25,23,24,23,24,22,22,23,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"306","SP","LIMEIRA",16,17,17,16,15,16,15,16,14,16,14,14,15,15,15,14,"High Risk","High Risk","High Risk"
"307","SP","LINDÓIA",26,26,26,26,25,26,25,26,24,26,24,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"308","SP","LINS",26,26,26,25,24,26,24,25,24,25,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"309","SP","LORENA",21,21,21,20,19,21,19,20,19,20,19,18,19,20,19,18,"High Risk","Medium Risk","Medium Risk"
"310","SP","LOURDES",36,41,42,44,43,44,42,43,41,42,40,39,39,40,39,38,"Low Risk","Low Risk","Low Risk"
"311","SP","LOUVEIRA",17,18,18,17,16,17,16,17,15,17,15,15,16,16,16,15,"High Risk","High Risk","High Risk"
"312","SP","LUCÉLIA",30,31,31,30,29,30,29,30,29,30,29,28,29,30,29,29,"Medium Risk","Low Risk","Medium Risk"
"313","SP","LUCIANÓPOLIS",36,41,42,41,38,39,37,38,36,37,35,34,35,35,34,33,"Low Risk","Low Risk","Low Risk"
"314","SP","LUÍS ANTÔNIO",26,27,27,26,25,26,25,26,24,26,24,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"315","SP","LUIZIÂNIA",36,36,36,35,34,35,34,35,33,35,33,33,34,34,34,33,"Low Risk","Low Risk","Low Risk"
"316","SP","LUPÉRCIO",36,39,39,38,36,37,36,36,35,36,34,34,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"317","SP","LUTÉCIA",35,35,35,34,33,35,33,34,33,34,33,33,33,34,33,33,"Low Risk","Low Risk","Low Risk"
"318","SP","MACATUBA",30,30,30,29,28,29,28,29,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"319","SP","MACAUBAL",36,36,36,35,34,35,34,35,33,34,33,32,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"320","SP","MACEDÔNIA",36,41,42,42,40,40,39,39,37,38,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"321","SP","MAGDA",36,36,36,35,34,36,34,35,34,35,34,34,34,35,34,34,"Low Risk","Low Risk","Low Risk"
"322","SP","MAIRINQUE",17,17,18,17,16,17,15,17,15,16,15,15,15,16,15,15,"High Risk","High Risk","High Risk"
"323","SP","MAIRIPORÃ",10,10,11,10,9,10,9,10,9,10,9,9,9,10,10,9,"High Risk","High Risk","High Risk"
"324","SP","MANDURI",32,32,32,31,29,31,29,30,28,29,28,27,28,28,27,27,"Medium Risk","Medium Risk","Medium Risk"
"325","SP","MARABÁ PAULISTA",36,41,42,43,41,42,40,40,38,39,37,37,37,38,36,36,"Low Risk","Low Risk","Low Risk"
"326","SP","MARACAÍ",30,30,30,30,28,30,28,29,28,29,28,27,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
