"","State","City","0.001","0.005","0.1","0.2","0.4","0.5","0.6","0.8","1.0","1.2","1.4","1.6","1.8","2.0","2.5","3.0","Grupo_menor","Grupo_maior","Grupo"
"489","SP","RIBEIRÃO DO SUL",36,37,37,36,34,35,34,35,33,34,32,32,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"490","SP","RIBEIRÃO DOS ÍNDIOS",36,41,42,44,41,42,40,41,39,40,38,37,38,38,37,36,"Low Risk","Low Risk","Low Risk"
"491","SP","RIBEIRÃO GRANDE",34,34,34,33,31,33,31,32,30,32,30,29,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"492","SP","RIBEIRÃO PIRES",12,12,12,11,10,12,10,11,9,11,10,9,10,11,10,10,"High Risk","High Risk","High Risk"
"493","SP","RIBEIRÃO PRETO",16,17,17,16,15,16,15,16,14,16,15,14,15,16,15,15,"High Risk","High Risk","High Risk"
"494","SP","RIFAINA",32,32,32,31,30,32,30,32,30,32,31,30,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"495","SP","RINCÃO",32,32,32,31,30,31,30,31,29,30,29,28,29,29,29,28,"Medium Risk","Low Risk","Low Risk"
"496","SP","RINÓPOLIS",35,35,35,34,33,34,33,34,32,34,32,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"497","SP","RIO CLARO",19,20,20,19,18,19,18,19,17,19,17,17,18,18,18,17,"High Risk","High Risk","High Risk"
"498","SP","RIO DAS PEDRAS",26,27,27,26,25,26,24,25,23,25,23,23,23,24,23,23,"Medium Risk","Medium Risk","Medium Risk"
"499","SP","RIO DE JANEIRO (S)",20,20,20,19,18,20,18,19,18,19,18,17,18,19,18,17,"High Risk","High Risk","High Risk"
"500","SP","RIO GRANDE DA SERRA",15,15,16,15,14,15,13,14,13,14,13,12,13,14,13,13,"High Risk","High Risk","High Risk"
"501","SP","RIOLÂNDIA",36,37,37,36,35,36,34,35,34,35,33,33,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"502","SP","RIVERSUL",36,37,37,36,35,36,35,36,34,35,34,33,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"503","SP","ROSANA",36,41,42,44,41,42,40,41,39,40,38,37,38,38,38,37,"Low Risk","Low Risk","Low Risk"
"504","SP","ROSEIRA",19,20,20,19,19,20,19,20,19,20,19,19,20,20,20,20,"High Risk","Medium Risk","Medium Risk"
"505","SP","RUBIÁCEA",36,41,42,43,41,42,40,40,38,39,38,37,37,38,37,36,"Low Risk","Low Risk","Low Risk"
"506","SP","RUBINÉIA",36,36,36,35,34,35,34,35,33,35,33,33,34,34,34,33,"Low Risk","Low Risk","Low Risk"
"507","SP","SABINO",36,41,42,40,38,38,36,37,35,36,34,34,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"508","SP","SAGRES",36,38,37,36,36,37,35,37,35,37,35,35,35,36,35,35,"Low Risk","Low Risk","Low Risk"
"509","SP","SALES",34,34,34,33,32,33,32,33,31,33,31,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"510","SP","SALES OLIVEIRA",27,28,28,27,26,28,26,27,26,27,26,26,26,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"511","SP","SALESÓPOLIS",22,23,23,22,21,22,20,21,20,21,20,19,20,20,20,19,"Medium Risk","Medium Risk","Medium Risk"
"512","SP","SALMOURÃO",36,39,39,38,36,38,36,37,35,37,35,35,35,36,35,34,"Low Risk","Low Risk","Low Risk"
"513","SP","SALTINHO",30,31,31,29,28,29,28,29,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"514","SP","SALTO",18,19,19,18,17,18,17,18,16,17,16,16,16,17,16,15,"High Risk","High Risk","High Risk"
"515","SP","SALTO DE PIRAPORA",22,22,22,21,20,22,20,21,19,21,19,19,19,20,19,19,"Medium Risk","Medium Risk","Medium Risk"
"516","SP","SALTO GRANDE",31,32,32,31,30,31,29,31,29,30,29,28,29,30,29,29,"Medium Risk","Low Risk","Low Risk"
"517","SP","SANDOVALINA",36,39,39,38,37,38,36,38,36,37,36,35,36,36,36,35,"Low Risk","Low Risk","Low Risk"
"518","SP","SANTA ADÉLIA",28,29,29,28,27,28,27,28,26,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"519","SP","SANTA ALBERTINA",36,37,37,36,35,37,35,36,34,36,34,34,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"520","SP","SANTA BÁRBARA D'OESTE",17,18,18,17,16,17,16,17,15,17,15,15,16,16,16,15,"High Risk","High Risk","High Risk"
"521","SP","SANTA BRANCA",23,23,24,22,21,23,21,22,21,22,21,20,21,22,21,20,"Medium Risk","Medium Risk","Medium Risk"
"522","SP","SANTA CLARA D'OESTE",36,41,42,42,39,40,38,39,37,38,36,36,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"523","SP","SANTA CRUZ DA CONCEIÇÃO",26,27,27,26,25,27,25,27,25,27,25,25,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"524","SP","SANTA CRUZ DA ESPERANÇA",36,41,41,39,37,37,36,36,34,35,34,33,34,34,33,33,"Low Risk","Low Risk","Low Risk"
"525","SP","SANTA CRUZ DAS PALMEIRAS",30,30,30,29,28,29,27,28,27,28,26,26,27,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"526","SP","SANTA CRUZ DO RIO PARDO",21,21,21,20,20,21,19,21,19,21,19,19,20,20,20,20,"High Risk","Medium Risk","Medium Risk"
"527","SP","SANTA ERNESTINA",33,34,34,33,32,33,32,33,31,33,31,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"528","SP","SANTA FÉ DO SUL",28,29,29,28,27,28,27,28,27,28,27,26,27,28,27,27,"Medium Risk","Medium Risk","Medium Risk"
"529","SP","SANTA GERTRUDES",25,26,26,25,23,25,23,24,23,24,22,22,23,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"530","SP","SANTA ISABEL",14,14,15,14,13,14,13,14,12,14,12,12,13,13,13,12,"High Risk","High Risk","High Risk"
"531","SP","SANTA LÚCIA",36,36,35,34,32,34,32,33,31,32,30,30,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"532","SP","SANTA MARIA DA SERRA",30,30,30,29,28,30,28,29,28,29,27,27,28,28,27,27,"Medium Risk","Medium Risk","Medium Risk"
"533","SP","SANTA MERCEDES",36,36,36,35,35,36,34,36,34,36,34,34,35,35,35,34,"Low Risk","Low Risk","Low Risk"
"534","SP","SANTA RITA D'OESTE",36,39,39,38,37,38,36,38,36,37,36,35,36,36,36,35,"Low Risk","Low Risk","Low Risk"
"535","SP","SANTA RITA DO PASSA QUATRO",23,24,24,23,22,24,22,23,22,23,22,21,22,23,22,22,"Medium Risk","Medium Risk","Medium Risk"
"536","SP","SANTA ROSA DE VITERBO",30,30,30,29,28,29,28,29,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"537","SP","SANTA SALETE",34,34,34,33,33,34,33,34,33,35,33,33,34,35,35,34,"Low Risk","Low Risk","Low Risk"
"538","SP","SANTANA DA PONTE PENSA",36,41,42,44,41,42,40,41,39,40,38,37,38,39,38,37,"Low Risk","Low Risk","Low Risk"
"539","SP","SANTANA DE PARNAÍBA",10,11,11,10,9,10,8,10,8,10,8,8,9,9,9,9,"High Risk","High Risk","High Risk"
"540","SP","SANTO ANASTÁCIO",32,32,32,31,30,32,30,31,30,31,29,29,30,30,30,29,"Low Risk","Low Risk","Low Risk"
"541","SP","SANTO ANDRÉ",4,4,4,4,3,4,3,4,3,4,4,3,3,4,3,3,"High Risk","High Risk","High Risk"
"542","SP","SANTO ANTÔNIO DA ALEGRIA",36,37,37,36,35,36,34,35,34,35,33,33,34,34,33,33,"Low Risk","Low Risk","Low Risk"
"543","SP","SANTO ANTÔNIO DE POSSE",23,24,24,23,22,23,22,23,21,23,21,21,21,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"544","SP","SANTO ANTÔNIO DO ARACANGUÁ",36,36,36,35,33,34,33,34,32,33,32,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"545","SP","SANTO ANTÔNIO DO JARDIM",32,32,32,31,30,32,30,31,30,31,30,29,30,31,30,30,"Low Risk","Low Risk","Low Risk"
"546","SP","SANTO ANTÔNIO DO PINHAL",25,26,26,25,24,26,24,25,24,25,24,24,24,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"547","SP","SANTO EXPEDITO",36,41,42,42,39,40,38,39,37,38,36,35,36,36,35,35,"Low Risk","Low Risk","Low Risk"
"548","SP","SANTÓPOLIS DO AGUAPEÍ",35,36,35,35,34,35,33,35,33,35,33,33,34,34,34,33,"Low Risk","Low Risk","Low Risk"
"549","SP","SANTOS",12,12,12,11,10,12,10,11,10,11,10,10,10,11,10,10,"High Risk","High Risk","High Risk"
"550","SP","SÃO BENTO DO SAPUCAÍ",27,27,27,26,25,27,25,26,25,26,25,24,25,26,25,24,"Medium Risk","Medium Risk","Medium Risk"
"551","SP","SÃO BERNARDO DO CAMPO",5,5,5,5,4,5,4,4,4,4,4,4,3,4,4,3,"High Risk","High Risk","High Risk"
"552","SP","SÃO CAETANO DO SUL",6,6,7,6,5,7,5,7,5,7,6,5,6,7,7,7,"High Risk","High Risk","High Risk"
"553","SP","SÃO CARLOS",17,18,18,17,16,17,16,17,15,17,15,15,16,17,16,15,"High Risk","High Risk","High Risk"
"554","SP","SÃO FRANCISCO",36,41,42,44,41,42,40,41,38,40,38,37,38,38,37,36,"Low Risk","Low Risk","Low Risk"
"555","SP","SÃO JOÃO DA BOA VISTA",23,23,23,22,21,23,21,23,21,23,21,21,21,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"556","SP","SÃO JOÃO DAS DUAS PONTES",36,41,42,42,39,40,38,39,36,38,36,35,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"557","SP","SÃO JOÃO DE IRACEMA",36,41,42,42,40,41,39,40,37,39,37,36,37,38,37,36,"Low Risk","Low Risk","Low Risk"
"558","SP","SÃO JOÃO DO PAU D'ALHO",36,39,39,38,37,38,36,38,36,37,36,35,36,37,36,35,"Low Risk","Low Risk","Low Risk"
"559","SP","SÃO JOAQUIM DA BARRA",26,27,27,26,25,26,25,26,24,26,24,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"560","SP","SÃO JOSÉ DA BELA VISTA",36,36,36,35,34,35,33,34,32,34,32,32,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"561","SP","SÃO JOSÉ DO BARREIRO",34,34,34,33,32,33,31,32,31,32,31,30,31,31,31,30,"Low Risk","Low Risk","Low Risk"
"562","SP","SÃO JOSÉ DO RIO PARDO",26,26,26,25,25,26,24,26,24,25,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"563","SP","SÃO JOSÉ DO RIO PRETO",17,18,18,17,16,18,16,17,16,17,16,15,16,17,16,16,"High Risk","High Risk","High Risk"
"564","SP","SÃO JOSÉ DOS CAMPOS",12,12,12,11,10,12,10,11,10,11,10,10,10,11,10,10,"High Risk","High Risk","High Risk"
"565","SP","SÃO LOURENÇO DA SERRA",17,18,18,17,16,17,16,17,15,17,15,15,15,16,16,15,"High Risk","High Risk","High Risk"
"566","SP","SÃO LUIZ DO PARAITINGA",26,27,27,26,25,26,25,26,24,26,24,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"567","SP","SÃO MANUEL",24,25,25,24,23,24,23,24,22,24,22,22,22,23,23,22,"Medium Risk","Medium Risk","Medium Risk"
"568","SP","SÃO MIGUEL ARCANJO",26,27,27,26,25,26,25,26,24,25,24,23,24,25,24,23,"Medium Risk","Medium Risk","Medium Risk"
"569","SP","SÃO PAULO",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"High Risk","High Risk","High Risk"
"570","SP","SÃO PEDRO",22,23,23,22,21,22,21,22,20,22,20,20,21,22,21,20,"Medium Risk","Medium Risk","Medium Risk"
"571","SP","SÃO PEDRO DO TURVO",35,35,35,33,31,33,31,32,30,31,29,29,29,30,29,28,"Low Risk","Low Risk","Low Risk"
"572","SP","SÃO ROQUE",14,15,15,14,13,14,13,14,12,14,12,12,12,13,13,12,"High Risk","High Risk","High Risk"
"573","SP","SÃO SEBASTIÃO",19,19,19,18,18,19,17,18,17,18,17,16,17,18,17,16,"High Risk","High Risk","High Risk"
"574","SP","SÃO SEBASTIÃO DA GRAMA",30,30,30,29,28,30,28,30,28,30,28,28,28,29,29,28,"Medium Risk","Medium Risk","Medium Risk"
"575","SP","SÃO SIMÃO",25,26,26,25,24,25,24,25,24,25,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"576","SP","SÃO VICENTE",14,14,14,13,12,14,12,13,11,13,11,11,11,12,11,11,"High Risk","High Risk","High Risk"
"577","SP","SARAPUÍ",26,27,27,26,25,26,24,26,24,25,24,23,24,25,24,23,"Medium Risk","Medium Risk","Medium Risk"
"578","SP","SARUTAIÁ",36,36,36,35,34,35,34,35,33,34,33,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"579","SP","SEBASTIANÓPOLIS DO SUL",36,39,39,37,36,37,35,36,34,36,34,33,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"580","SP","SERRA AZUL",33,33,33,32,31,32,30,31,29,31,29,28,29,30,29,28,"Low Risk","Low Risk","Low Risk"
"581","SP","SERRA NEGRA",23,24,24,23,22,23,22,23,21,23,21,21,22,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"582","SP","SERRANA",28,28,28,27,26,27,25,26,25,26,25,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"583","SP","SERTÃOZINHO",24,25,25,24,23,24,23,24,22,24,22,22,22,23,22,22,"Medium Risk","Medium Risk","Medium Risk"
"584","SP","SETE BARRAS",28,28,28,27,26,27,26,27,25,26,25,24,25,25,25,24,"Medium Risk","Medium Risk","Medium Risk"
"585","SP","SEVERÍNIA",34,34,34,32,31,32,30,31,29,30,29,28,29,29,29,28,"Low Risk","Low Risk","Low Risk"
"586","SP","SILVEIRAS",31,32,31,30,29,31,29,30,28,30,28,28,28,29,28,27,"Medium Risk","Medium Risk","Medium Risk"
"587","SP","SOCORRO",21,21,22,21,20,21,20,21,19,21,19,19,20,20,20,19,"Medium Risk","Medium Risk","Medium Risk"
"588","SP","SOROCABA",12,13,13,12,11,12,10,12,10,11,10,10,10,11,11,10,"High Risk","High Risk","High Risk"
"589","SP","SUD MENNUCCI",34,35,35,34,33,34,33,34,32,34,32,32,32,33,33,32,"Low Risk","Low Risk","Low Risk"
"590","SP","SUMARÉ",17,17,17,16,15,16,15,16,14,16,14,14,14,15,14,14,"High Risk","High Risk","High Risk"
"591","SP","SUZANÁPOLIS",36,36,36,35,34,36,34,35,34,35,34,34,34,35,34,34,"Low Risk","Low Risk","Low Risk"
"592","SP","SUZANO",8,8,8,8,7,8,7,8,6,8,7,6,7,8,7,7,"High Risk","High Risk","High Risk"
"593","SP","TABAPUÃ",34,35,34,33,32,33,32,33,31,32,31,30,31,31,31,30,"Low Risk","Low Risk","Low Risk"
"594","SP","TABATINGA",33,33,33,32,31,32,31,32,30,32,30,30,30,31,30,29,"Low Risk","Low Risk","Low Risk"
"595","SP","TABOÃO DA SERRA",4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,"High Risk","High Risk","High Risk"
"596","SP","TACIBA",36,36,36,35,34,35,33,34,33,34,33,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"597","SP","TAGUAÍ",34,34,34,33,32,33,32,33,31,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"598","SP","TAIAÇU",36,37,37,36,35,36,34,35,34,35,33,33,33,34,33,33,"Low Risk","Low Risk","Low Risk"
"599","SP","TAIÚVA",34,34,34,33,32,33,32,33,31,33,31,31,32,32,32,31,"Low Risk","Low Risk","Low Risk"
"600","SP","TAMBAÚ",29,30,30,29,28,29,27,29,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"601","SP","TANABI",30,30,30,29,28,29,28,29,27,28,27,27,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"602","SP","TAPIRAÍ",26,27,27,26,25,26,25,26,24,26,24,24,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"603","SP","TAPIRATIBA",30,30,30,29,28,30,28,30,28,30,28,28,28,29,29,28,"Medium Risk","Medium Risk","Medium Risk"
"604","SP","TAQUARAL",36,37,37,36,35,36,35,36,34,36,34,34,34,35,34,34,"Low Risk","Low Risk","Low Risk"
"605","SP","TAQUARITINGA",27,27,27,26,25,27,25,26,25,26,25,24,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"606","SP","TAQUARITUBA",29,29,29,28,27,29,27,28,27,28,27,26,27,28,27,26,"Medium Risk","Medium Risk","Medium Risk"
"607","SP","TAQUARIVAÍ",26,27,27,26,25,27,25,27,25,27,26,25,26,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"608","SP","TARABAI",36,37,37,36,35,36,34,35,33,35,33,33,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"609","SP","TARUMÃ",30,31,30,30,29,30,28,30,28,29,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"610","SP","TATUÍ",19,19,19,18,17,19,17,18,17,18,17,16,17,18,17,16,"High Risk","High Risk","High Risk"
"611","SP","TAUBATÉ",16,16,16,15,14,16,14,15,14,15,14,13,14,15,14,14,"High Risk","High Risk","High Risk"
"612","SP","TEJUPÁ",36,36,36,35,34,35,33,34,32,34,32,32,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"613","SP","TEODORO SAMPAIO",33,33,33,32,31,33,31,32,31,32,31,30,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"614","SP","TERRA ROXA",36,37,37,36,35,36,34,35,34,35,34,33,34,34,33,33,"Low Risk","Low Risk","Low Risk"
"615","SP","TIETÊ",23,23,23,22,21,23,21,22,21,22,21,20,21,22,21,21,"Medium Risk","Medium Risk","Medium Risk"
"616","SP","TIMBURI",36,41,42,41,38,39,37,38,36,37,35,34,35,35,34,33,"Low Risk","Low Risk","Low Risk"
"617","SP","TORRE DE PEDRA",29,29,29,28,27,28,27,28,26,28,26,26,26,27,26,26,"Medium Risk","Medium Risk","Medium Risk"
"618","SP","TORRINHA",30,31,31,30,29,30,28,29,28,29,28,27,28,28,28,27,"Medium Risk","Medium Risk","Medium Risk"
"619","SP","TRABIJU",35,35,35,35,34,35,34,35,33,35,33,33,34,35,34,33,"Low Risk","Low Risk","Low Risk"
"620","SP","TREMEMBÉ",21,22,22,21,20,21,20,21,19,21,19,19,20,20,19,19,"Medium Risk","Medium Risk","Medium Risk"
"621","SP","TRÊS FRONTEIRAS",36,37,37,36,34,36,34,35,33,34,33,32,33,34,33,32,"Low Risk","Low Risk","Low Risk"
"622","SP","TUIUTI",26,26,26,25,24,26,24,25,24,25,24,23,24,25,24,23,"Medium Risk","Medium Risk","Medium Risk"
"623","SP","TUPÃ",28,29,29,28,27,28,27,28,26,28,26,26,27,27,27,26,"Medium Risk","Medium Risk","Medium Risk"
"624","SP","TUPI PAULISTA",31,31,31,30,30,31,29,31,29,31,29,29,30,30,30,29,"Medium Risk","Low Risk","Low Risk"
"625","SP","TURIÚBA",36,41,42,44,42,43,41,42,39,40,39,38,38,39,38,37,"Low Risk","Low Risk","Low Risk"
"626","SP","TURMALINA",36,41,42,44,41,42,40,41,39,40,38,38,38,39,38,37,"Low Risk","Low Risk","Low Risk"
"627","SP","UBARANA",36,39,39,37,35,36,35,35,33,35,33,32,33,33,33,32,"Low Risk","Low Risk","Low Risk"
"628","SP","UBATUBA",19,19,19,18,18,19,17,19,17,18,17,17,17,18,17,17,"High Risk","High Risk","High Risk"
"629","SP","UBIRAJARA",36,38,38,36,34,35,34,34,33,34,32,31,32,33,32,31,"Low Risk","Low Risk","Low Risk"
"630","SP","UCHOA",30,30,30,29,29,30,28,30,28,29,28,28,28,29,28,28,"Medium Risk","Medium Risk","Medium Risk"
"631","SP","UNIÃO PAULISTA",36,41,42,44,42,43,41,41,39,40,38,38,38,38,37,37,"Low Risk","Low Risk","Low Risk"
"632","SP","URÂNIA",32,33,33,32,31,32,31,32,30,32,30,30,31,31,31,30,"Low Risk","Low Risk","Low Risk"
"633","SP","URU",36,41,42,44,41,42,40,40,38,39,38,37,38,38,37,36,"Low Risk","Low Risk","Low Risk"
"634","SP","URUPÊS",36,37,36,35,33,34,33,34,32,33,31,31,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"635","SP","VALENTIM GENTIL",32,33,32,32,31,32,30,31,30,31,30,29,30,31,30,30,"Low Risk","Low Risk","Low Risk"
"636","SP","VALINHOS",16,17,17,16,15,17,15,16,15,16,15,14,15,16,15,14,"High Risk","High Risk","High Risk"
"637","SP","VALPARAÍSO",31,31,32,31,30,31,29,31,29,30,29,29,29,30,29,29,"Medium Risk","Low Risk","Low Risk"
"638","SP","VARGEM",22,23,23,22,21,22,21,22,21,22,21,21,21,22,22,21,"Medium Risk","Medium Risk","Medium Risk"
"639","SP","VARGEM GRANDE DO SUL",27,27,28,27,26,27,25,27,25,26,25,24,25,26,25,25,"Medium Risk","Medium Risk","Medium Risk"
"640","SP","VARGEM GRANDE PAULISTA",14,14,15,14,13,14,12,14,12,13,12,12,12,13,12,12,"High Risk","High Risk","High Risk"
"641","SP","VÁRZEA PAULISTA",16,17,17,16,14,16,14,15,13,15,13,13,13,14,13,13,"High Risk","High Risk","High Risk"
"642","SP","VERA CRUZ",32,33,33,31,30,32,30,31,29,31,29,29,29,30,29,29,"Low Risk","Low Risk","Low Risk"
"643","SP","VINHEDO",16,17,17,16,15,16,15,16,14,16,15,14,15,16,15,15,"High Risk","High Risk","High Risk"
"644","SP","VIRADOURO",34,34,34,33,32,33,32,33,31,32,31,30,31,32,31,30,"Low Risk","Low Risk","Low Risk"
"645","SP","VISTA ALEGRE DO ALTO",34,34,34,33,32,33,32,33,31,33,31,31,31,32,31,31,"Low Risk","Low Risk","Low Risk"
"646","SP","VITÓRIA BRASIL",36,37,37,36,35,37,35,37,35,37,36,35,36,37,36,36,"Low Risk","Low Risk","Low Risk"
"647","SP","VOTORANTIM",18,19,19,18,17,18,16,18,16,17,16,15,16,17,16,15,"High Risk","High Risk","High Risk"
"648","SP","VOTUPORANGA",25,26,26,25,24,25,24,25,24,25,24,23,24,25,24,24,"Medium Risk","Medium Risk","Medium Risk"
"649","SP","ZACARIAS",36,39,39,38,37,38,36,37,36,37,36,35,36,36,35,35,"Low Risk","Low Risk","Low Risk"
